Tm,Opp,Res,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Data
27,7,0,40.18,7,13,0.538,0,0,0.0,2,2,1.0,8,11,19,2,0,1,3,2,16,16.9,2024-10-28
26,10,0,33.65,9,19,0.474,0,1,0.0,4,5,0.8,5,4,9,4,0,1,2,3,22,16.9,2024-10-28
15,8,1,34.77,5,9,0.556,0,2,0.0,2,4,0.5,1,9,10,4,3,3,1,1,12,16.8,2024-10-28
5,19,1,31.4,5,7,0.714,0,0,0.0,5,7,0.714,5,10,15,1,1,0,2,2,15,16.7,2024-10-28
19,5,0,40.17,9,15,0.6,1,4,0.25,0,0,0.0,4,2,6,3,2,1,2,4,19,16.7,2024-10-28
29,0,1,40.42,8,20,0.4,5,9,0.556,4,6,0.667,2,9,11,7,0,0,5,2,25,16.6,2024-10-28
14,3,0,30.75,7,11,0.636,1,3,0.333,2,5,0.4,2,7,9,5,0,0,1,1,17,16.5,2024-10-28
3,14,1,27.93,4,10,0.4,2,4,0.5,2,4,0.5,4,9,13,8,1,1,2,1,12,16.2,2024-10-28
0,29,0,23.12,6,9,0.667,3,5,0.6,0,0,0.0,3,0,3,4,2,1,1,4,15,16.1,2024-10-28
13,23,0,31.35,8,18,0.444,3,3,1.0,1,1,1.0,5,5,10,1,1,1,0,5,20,16.0,2024-10-28
25,24,1,32.9,7,12,0.583,4,9,0.444,0,0,0.0,0,1,1,4,0,3,0,4,18,16.0,2024-10-28
5,19,1,33.25,9,17,0.529,3,8,0.375,4,4,1.0,0,2,2,5,0,0,4,3,25,15.6,2024-10-28
3,14,1,32.0,6,15,0.4,5,10,0.5,3,3,1.0,1,1,2,5,0,0,0,2,20,15.6,2024-10-28
24,25,0,34.02,10,17,0.588,0,0,0.0,0,0,0.0,3,8,11,1,0,0,1,2,20,15.5,2024-10-28
6,28,1,26.47,7,10,0.7,0,0,0.0,0,0,0.0,3,1,4,2,1,3,0,3,14,15.5,2024-10-28
3,14,1,11.52,4,5,0.8,3,4,0.75,5,9,0.556,0,7,7,1,1,0,0,2,16,15.5,2024-10-28
8,15,0,28.78,5,6,0.833,0,0,0.0,0,0,0.0,4,7,11,2,0,3,0,2,10,15.4,2024-10-28
25,24,1,35.33,9,20,0.45,2,8,0.25,4,4,1.0,1,5,6,3,2,0,3,4,24,15.3,2024-10-28
26,10,0,35.22,6,14,0.429,1,5,0.2,1,2,0.5,5,15,20,5,0,4,4,3,14,15.3,2024-10-28
19,5,0,37.83,4,10,0.4,2,5,0.4,6,6,1.0,4,9,13,2,3,0,5,1,16,15.1,2024-10-28
14,3,0,30.68,6,13,0.462,2,4,0.5,0,0,0.0,1,3,4,10,1,1,1,4,14,15.0,2024-10-28
16,1,0,39.08,14,26,0.538,0,2,0.0,2,6,0.333,1,9,10,6,0,0,7,4,30,14.8,2024-10-28
7,27,1,39.65,6,11,0.545,1,4,0.25,4,4,1.0,2,2,4,2,1,1,1,3,17,14.6,2024-10-28
0,29,0,24.88,6,6,1.0,0,0,0.0,4,6,0.667,1,3,4,2,1,1,2,4,16,14.5,2024-10-28
28,6,0,29.97,6,11,0.545,0,0,0.0,0,2,0.0,4,7,11,1,2,2,0,1,12,14.5,2024-10-28
8,15,0,33.48,5,10,0.5,3,6,0.5,7,7,1.0,0,0,0,1,0,0,1,1,20,14.3,2024-10-28
14,3,0,35.02,5,13,0.385,1,5,0.2,0,0,0.0,4,9,13,7,0,1,1,0,11,14.0,2024-10-28
5,19,1,35.8,7,12,0.583,1,1,1.0,2,2,1.0,0,8,8,1,0,3,1,4,17,14.0,2024-10-28
14,3,0,24.47,9,16,0.563,1,4,0.25,0,2,0.0,2,4,6,1,1,3,2,3,19,13.8,2024-10-28
7,27,1,39.72,6,20,0.3,0,2,0.0,5,5,1.0,1,8,9,7,1,0,0,2,17,13.6,2024-10-28
6,28,1,33.22,6,11,0.545,0,4,0.0,0,0,0.0,1,10,11,2,4,2,3,2,12,13.4,2024-10-28
10,26,1,28.92,5,8,0.625,2,4,0.5,5,6,0.833,2,6,8,1,0,0,2,4,17,13.3,2024-10-28
1,16,1,33.57,5,13,0.385,3,10,0.3,0,0,0.0,0,3,3,8,1,1,0,2,13,13.3,2024-10-28
29,0,1,34.5,7,15,0.467,4,9,0.444,3,4,0.75,0,4,4,1,1,0,1,4,21,13.2,2024-10-28
15,8,1,33.25,7,16,0.438,5,12,0.417,1,1,1.0,0,5,5,3,1,0,2,3,20,13.0,2024-10-28
24,25,0,19.42,5,9,0.556,0,2,0.0,5,5,1.0,3,3,6,0,0,0,0,2,15,12.9,2024-10-28
26,10,0,12.78,3,4,0.75,1,2,0.5,4,4,1.0,1,2,3,1,2,0,0,2,11,12.6,2024-10-28
15,8,1,32.53,5,10,0.5,2,3,0.667,0,0,0.0,3,6,9,0,3,0,1,1,12,12.5,2024-10-28
28,6,0,34.9,4,15,0.267,3,5,0.6,6,6,1.0,4,5,9,2,0,0,1,1,17,12.4,2024-10-28
23,13,1,24.73,4,9,0.444,2,4,0.5,2,2,1.0,2,7,9,4,0,2,1,4,12,12.4,2024-10-28
3,14,1,27.28,4,8,0.5,2,4,0.5,0,0,0.0,2,6,8,4,0,1,0,1,10,12.3,2024-10-28
0,29,0,19.37,3,4,0.75,1,2,0.5,2,2,1.0,0,6,6,2,1,1,0,0,9,12.3,2024-10-28
6,28,1,27.82,7,15,0.467,4,11,0.364,0,0,0.0,1,3,4,2,0,0,1,0,18,12.3,2024-10-28
29,0,1,21.03,4,5,0.8,3,4,0.75,2,2,1.0,0,3,3,2,1,0,1,3,13,12.2,2024-10-28
21,11,1,31.97,3,5,0.6,0,2,0.0,5,6,0.833,1,9,10,1,1,0,0,3,11,12.2,2024-10-28
15,8,1,33.25,7,20,0.35,3,12,0.25,2,2,1.0,0,4,4,6,1,0,2,0,19,12.2,2024-10-28
16,1,0,32.17,5,14,0.357,0,4,0.0,3,3,1.0,4,2,6,0,2,4,0,3,13,12.2,2024-10-28
27,7,0,28.63,6,12,0.5,2,5,0.4,1,2,0.5,3,4,7,0,1,1,0,4,15,12.0,2024-10-28
23,13,1,35.32,6,14,0.429,1,7,0.143,2,2,1.0,0,3,3,4,2,1,1,4,15,11.4,2024-10-28
11,21,0,33.72,6,12,0.5,0,1,0.0,1,2,0.5,0,3,3,7,1,0,2,0,13,11.4,2024-10-28
28,6,0,19.17,5,13,0.385,3,6,0.5,3,3,1.0,2,4,6,3,1,1,2,5,16,11.3,2024-10-28
29,0,1,36.82,5,12,0.417,1,5,0.2,6,7,0.857,0,2,2,3,2,0,2,4,17,11.3,2024-10-28
27,7,0,36.65,5,13,0.385,2,7,0.286,3,3,1.0,1,0,1,4,0,1,0,2,15,11.3,2024-10-28
27,7,0,35.28,5,10,0.5,3,6,0.5,3,4,0.75,1,1,2,6,0,1,4,3,16,11.3,2024-10-28
26,10,0,28.62,5,10,0.5,3,4,0.75,3,3,1.0,1,0,1,3,1,0,2,4,16,11.2,2024-10-28
10,26,1,40.95,4,14,0.286,3,8,0.375,0,0,0.0,1,2,3,9,2,0,0,3,11,11.2,2024-10-28
11,21,0,14.2,5,6,0.833,3,4,0.75,1,2,0.5,1,1,2,0,0,0,1,1,14,11.0,2024-10-28
1,16,1,27.08,4,5,0.8,2,2,1.0,0,0,0.0,0,5,5,1,0,2,0,2,10,10.9,2024-10-28
19,5,0,37.6,8,24,0.333,0,4,0.0,5,7,0.714,0,3,3,7,0,0,1,2,21,10.6,2024-10-28
10,26,1,26.13,5,14,0.357,1,1,1.0,1,2,0.5,5,7,12,5,1,1,2,5,12,10.6,2024-10-28
24,25,0,28.17,5,12,0.417,1,2,0.5,7,8,0.875,1,3,4,5,0,0,4,5,18,10.3,2024-10-28
23,13,1,30.68,3,8,0.375,1,4,0.25,0,0,0.0,2,4,6,5,3,0,1,1,7,10.3,2024-10-28
19,5,0,29.13,6,12,0.5,2,6,0.333,0,0,0.0,1,2,3,4,0,0,1,2,14,10.3,2024-10-28
13,23,0,33.32,5,13,0.385,2,9,0.222,2,2,1.0,0,1,1,9,0,0,2,3,14,10.3,2024-10-28
19,5,0,36.87,7,13,0.538,1,4,0.25,0,1,0.0,1,1,2,2,2,1,2,3,15,10.2,2024-10-28
0,29,0,36.42,4,9,0.444,2,5,0.4,1,2,0.5,0,3,3,1,3,0,0,1,11,10.1,2024-10-28
25,24,1,18.52,3,6,0.5,3,5,0.6,3,3,1.0,0,4,4,0,1,1,1,2,12,10.1,2024-10-28
19,5,0,32.28,4,8,0.5,1,2,0.5,4,4,1.0,1,9,10,3,1,0,3,6,13,10.1,2024-10-28
6,28,1,20.43,4,8,0.5,0,0,0.0,1,1,1.0,4,3,7,0,0,3,0,2,9,10.0,2024-10-28
7,27,1,39.37,6,12,0.5,1,4,0.25,0,1,0.0,2,7,9,2,0,1,1,3,13,10.0,2024-10-28
0,29,0,35.73,2,15,0.133,2,10,0.2,8,9,0.889,0,8,8,13,1,1,6,3,14,9.9,2024-10-28
28,6,0,36.13,6,18,0.333,1,7,0.143,4,4,1.0,1,4,5,5,1,0,3,1,17,9.8,2024-10-28
26,10,0,16.75,5,8,0.625,3,5,0.6,2,2,1.0,0,0,0,1,1,0,3,2,15,9.3,2024-10-28
3,14,1,17.98,2,4,0.5,2,4,0.5,0,0,0.0,0,1,1,6,0,1,0,0,6,9.2,2024-10-28
1,16,1,36.42,6,16,0.375,1,8,0.125,2,2,1.0,0,8,8,4,2,1,3,5,15,9.1,2024-10-28
27,7,0,28.67,9,21,0.429,2,6,0.333,0,0,0.0,1,4,5,3,0,0,2,5,20,8.9,2024-10-28
8,15,0,32.32,6,16,0.375,5,9,0.556,1,2,0.5,2,2,4,1,2,0,4,2,18,8.7,2024-10-28
14,3,0,18.2,3,5,0.6,2,3,0.667,2,2,1.0,0,2,2,1,0,2,1,2,10,8.6,2024-10-28
11,21,0,22.15,2,8,0.25,0,0,0.0,3,6,0.5,7,2,9,2,0,4,1,3,7,8.5,2024-10-28
16,1,0,37.43,3,8,0.375,2,6,0.333,2,2,1.0,0,3,3,1,2,0,0,2,10,8.4,2024-10-28
21,11,1,16.03,5,10,0.5,1,2,0.5,3,4,0.75,2,2,4,1,0,0,2,3,14,8.1,2024-10-28
6,28,1,33.2,5,22,0.227,1,9,0.111,4,6,0.667,0,9,9,8,2,1,2,5,15,7.8,2024-10-28
10,26,1,21.73,2,5,0.4,0,2,0.0,2,2,1.0,2,3,5,2,2,0,0,4,6,7.4,2024-10-28
14,3,0,17.42,5,12,0.417,1,4,0.25,0,0,0.0,2,4,6,2,1,0,1,3,11,7.4,2024-10-28
6,28,1,23.18,3,5,0.6,3,4,0.75,2,4,0.5,0,0,0,1,0,1,1,3,11,7.1,2024-10-28
13,23,0,35.8,3,14,0.214,2,5,0.4,3,6,0.5,0,5,5,8,1,0,2,1,11,6.9,2024-10-28
0,29,0,24.0,4,10,0.4,4,9,0.444,2,3,0.667,0,0,0,2,0,0,2,2,14,6.8,2024-10-28
28,6,0,26.92,3,11,0.273,1,6,0.167,6,8,0.75,0,5,5,4,0,0,3,1,13,6.6,2024-10-28
27,7,0,18.1,4,8,0.5,0,2,0.0,0,0,0.0,0,1,1,5,1,0,1,3,8,6.6,2024-10-28
11,21,0,25.87,5,10,0.5,1,3,0.333,2,3,0.667,1,4,5,0,0,0,1,5,13,6.5,2024-10-28
23,13,1,15.37,3,5,0.6,1,3,0.333,0,0,0.0,0,1,1,0,1,1,0,1,7,6.3,2024-10-28
8,15,0,36.73,4,11,0.364,0,3,0.0,1,1,1.0,2,8,10,1,1,1,2,2,9,6.3,2024-10-28
21,11,1,10.88,3,5,0.6,1,3,0.333,0,0,0.0,0,1,1,1,1,0,0,1,7,6.3,2024-10-28
7,27,1,22.48,3,3,1.0,2,2,1.0,1,2,0.5,0,2,2,0,0,0,1,3,9,6.1,2024-10-28
7,27,1,17.97,3,7,0.429,0,1,0.0,3,4,0.75,1,3,4,3,1,0,2,4,9,6.0,2024-10-28
21,11,1,30.7,2,6,0.333,2,3,0.667,2,2,1.0,0,3,3,3,2,1,3,4,8,5.7,2024-10-28
24,25,0,24.98,2,7,0.286,0,4,0.0,5,6,0.833,0,4,4,1,2,0,2,2,9,5.6,2024-10-28
6,28,1,14.6,2,4,0.5,0,2,0.0,0,0,0.0,1,5,6,2,1,0,1,0,4,5.6,2024-10-28
29,0,1,22.25,3,7,0.429,0,1,0.0,1,1,1.0,2,7,9,4,0,0,4,0,7,5.6,2024-10-28
15,8,1,20.88,2,4,0.5,0,2,0.0,0,1,0.0,1,3,4,1,2,0,0,1,4,5.5,2024-10-28
5,19,1,26.28,1,4,0.25,0,2,0.0,3,4,0.75,1,3,4,3,2,0,2,1,5,5.5,2024-10-28
29,0,1,27.0,3,11,0.273,1,5,0.2,0,0,0.0,4,5,9,1,1,2,1,4,7,5.3,2024-10-28
5,19,1,21.83,2,5,0.4,2,5,0.4,0,0,0.0,0,2,2,2,1,0,0,3,6,5.1,2024-10-28
16,1,0,15.4,1,1,1.0,1,1,1.0,2,2,1.0,0,2,2,0,0,0,0,1,5,4.9,2024-10-28
0,29,0,9.9,2,3,0.667,1,2,0.5,2,4,0.5,0,0,0,0,1,0,1,0,7,4.9,2024-10-28
11,21,0,22.63,3,6,0.5,2,5,0.4,0,0,0.0,1,0,1,0,0,0,0,2,8,4.9,2024-10-28
27,7,0,13.6,1,2,0.5,0,1,0.0,4,4,1.0,0,3,3,1,0,0,1,2,6,4.8,2024-10-28
25,24,1,2.82,2,3,0.667,2,2,1.0,0,0,0.0,0,0,0,0,0,0,0,0,6,4.7,2024-10-28
23,13,1,26.27,0,0,0.0,0,0,0.0,0,0,0.0,2,8,10,2,0,1,0,3,0,4.7,2024-10-28
11,21,0,30.9,3,9,0.333,0,1,0.0,4,6,0.667,0,4,4,1,1,0,0,6,10,4.6,2024-10-28
7,27,1,15.45,1,5,0.2,0,0,0.0,4,4,1.0,1,1,2,2,0,1,1,1,6,4.6,2024-10-28
13,23,0,23.17,2,4,0.5,1,1,1.0,0,0,0.0,1,1,2,1,0,2,0,4,5,4.5,2024-10-28
26,10,0,28.18,2,7,0.286,1,6,0.167,0,0,0.0,1,4,5,1,1,1,0,2,5,4.4,2024-10-28
8,15,0,19.22,0,3,0.0,0,0,0.0,2,2,1.0,7,8,15,2,0,0,3,3,2,4.4,2024-10-28
5,19,1,14.53,2,6,0.333,1,4,0.25,0,0,0.0,1,3,4,1,1,0,0,2,5,4.1,2024-10-28
24,25,0,24.93,2,6,0.333,1,3,0.333,2,2,1.0,2,0,2,0,0,0,1,0,7,4.0,2024-10-28
26,10,0,12.2,2,6,0.333,1,3,0.333,1,2,0.5,2,0,2,2,0,0,1,0,6,4.0,2024-10-28
10,26,1,13.87,3,3,1.0,0,0,0.0,0,1,0.0,1,2,3,0,0,0,1,3,6,3.8,2024-10-28
14,3,0,13.53,3,7,0.429,0,2,0.0,0,0,0.0,1,4,5,0,0,0,0,1,6,3.8,2024-10-28
10,26,1,36.88,2,9,0.222,1,4,0.25,2,2,1.0,2,5,7,0,0,0,0,2,7,3.6,2024-10-28
24,25,0,11.07,1,2,0.5,0,0,0.0,2,2,1.0,0,1,1,1,1,0,1,1,4,3.6,2024-10-28
8,15,0,21.75,2,9,0.222,1,5,0.2,1,2,0.5,3,1,4,0,0,1,0,0,6,3.2,2024-10-28
15,8,1,13.5,2,5,0.4,2,4,0.5,0,0,0.0,2,2,4,1,0,0,2,2,6,3.2,2024-10-28
24,25,0,11.98,1,2,0.5,0,0,0.0,0,0,0.0,1,5,6,0,0,1,0,2,2,3.1,2024-10-28
6,28,1,12.8,1,4,0.25,0,2,0.0,2,2,1.0,1,2,3,1,0,1,0,3,4,3.1,2024-10-28
11,21,0,13.7,1,1,1.0,1,1,1.0,2,2,1.0,0,2,2,0,0,0,1,3,5,3.1,2024-10-28
10,26,1,18.72,2,5,0.4,1,1,1.0,2,2,1.0,0,3,3,0,1,1,3,2,7,3.1,2024-10-28
24,25,0,20.82,1,3,0.333,0,1,0.0,0,0,0.0,2,0,2,3,1,1,1,4,2,2.9,2024-10-28
25,24,1,33.2,2,9,0.222,0,3,0.0,2,2,1.0,4,4,8,2,0,0,1,5,6,2.9,2024-10-28
16,1,0,8.52,2,3,0.667,0,1,0.0,0,0,0.0,1,2,3,2,0,0,1,4,4,2.8,2024-10-28
14,3,0,13.48,2,4,0.5,0,0,0.0,0,0,0.0,2,2,4,0,0,0,1,1,4,2.6,2024-10-28
25,24,1,7.1,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,4,1,0,0,2,0,2.6,2024-10-28
27,7,0,12.13,1,3,0.333,0,2,0.0,2,2,1.0,1,0,1,0,0,1,0,3,4,2.5,2024-10-28
24,25,0,29.43,3,12,0.25,1,3,0.333,0,0,0.0,0,8,8,2,1,1,2,2,7,2.5,2024-10-28
19,5,0,10.4,2,7,0.286,2,3,0.667,0,0,0.0,1,2,3,1,0,0,1,1,6,2.5,2024-10-28
24,25,0,31.63,4,12,0.333,1,7,0.143,3,4,0.75,0,1,1,3,0,0,4,2,12,2.4,2024-10-28
29,0,1,3.52,1,1,1.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,0,2,2.3,2024-10-28
26,10,0,17.85,2,5,0.4,0,1,0.0,0,0,0.0,0,1,1,5,1,0,3,2,4,2.3,2024-10-28
16,1,0,2.73,1,2,0.5,1,2,0.5,0,0,0.0,0,1,1,0,0,0,0,0,3,2.3,2024-10-28
25,24,1,14.43,1,3,0.333,1,2,0.5,0,0,0.0,1,2,3,1,1,1,2,2,3,2.2,2024-10-28
3,14,1,13.7,2,6,0.333,1,1,1.0,0,0,0.0,1,2,3,1,1,0,2,1,5,2.2,2024-10-28
8,15,0,14.2,3,6,0.5,0,1,0.0,0,0,0.0,0,2,2,0,0,0,0,4,6,2.0,2024-10-28
23,13,1,12.3,1,2,0.5,1,2,0.5,0,0,0.0,1,1,2,0,0,0,0,3,3,1.8,2024-10-28
27,7,0,13.52,2,6,0.333,0,2,0.0,0,0,0.0,1,2,3,0,0,1,0,2,4,1.8,2024-10-28
1,16,1,9.77,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,1,0,0,0,1.7,2024-10-28
24,25,0,1.93,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,1,0,0,0,1.7,2024-10-28
16,1,0,2.73,1,2,0.5,1,2,0.5,0,0,0.0,0,0,0,0,0,0,0,1,3,1.6,2024-10-28
28,6,0,21.27,0,5,0.0,0,3,0.0,2,2,1.0,2,1,3,2,1,1,1,2,2,1.5,2024-10-28
15,8,1,13.23,1,4,0.25,1,4,0.25,1,1,1.0,0,2,2,0,0,0,0,2,4,1.4,2024-10-28
28,6,0,12.65,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,1,0,0,0,0,0,1.3,2024-10-28
13,23,0,19.28,1,3,0.333,1,2,0.5,0,0,0.0,0,0,0,0,0,0,0,0,3,1.3,2024-10-28
1,16,1,12.73,1,3,0.333,0,2,0.0,0,0,0.0,1,2,3,0,0,0,0,1,2,1.2,2024-10-28
10,26,1,12.0,1,5,0.2,0,4,0.0,2,2,1.0,0,1,1,0,0,0,0,0,4,1.2,2024-10-28
3,14,1,24.6,2,10,0.2,1,5,0.2,0,0,0.0,1,5,6,1,0,2,2,0,5,1.1,2024-10-28
15,8,1,8.75,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,2,0,0,0,0,0,1.0,2024-10-28
14,3,0,25.02,0,11,0.0,0,8,0.0,1,2,0.5,2,2,4,7,2,2,1,3,1,1.0,2024-10-28
5,19,1,28.22,0,5,0.0,0,5,0.0,1,2,0.5,1,2,3,4,0,0,0,1,1,0.8,2024-10-28
10,26,1,3.25,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,0.7,2024-10-28
28,6,0,10.12,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,2,1,0,0,1,0,0.6,2024-10-28
28,6,0,15.8,1,5,0.2,0,3,0.0,0,0,0.0,2,2,4,0,0,1,1,0,2,0.6,2024-10-28
21,11,1,30.7,2,5,0.4,0,3,0.0,0,0,0.0,0,0,0,1,1,0,1,4,4,0.4,2024-10-28
29,0,1,21.53,1,3,0.333,1,3,0.333,0,0,0.0,0,2,2,1,0,1,1,5,3,0.3,2024-10-28
25,24,1,15.17,1,4,0.25,1,3,0.333,0,0,0.0,0,0,0,0,0,1,1,0,3,0.3,2024-10-28
5,19,1,9.17,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,1,1,0,0,0,0,0.3,2024-10-28
19,5,0,3.8,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,1,0,0.3,2024-10-28
28,6,0,5.4,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,2,0,0,0,2,0,0.2,2024-10-28
21,11,1,8.12,0,1,0.0,0,1,0.0,0,0,0.0,1,1,2,1,0,0,0,2,0,0.2,2024-10-28
26,10,0,25.9,3,11,0.273,0,5,0.0,0,1,0.0,1,4,5,0,0,0,0,2,6,0.2,2024-10-28
6,28,1,1.1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2024-10-28
25,24,1,2.82,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2024-10-28
0,29,0,25.57,1,8,0.125,1,4,0.25,1,3,0.333,0,3,3,1,2,2,1,5,4,0.0,2024-10-28
1,16,1,1.6,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2024-10-28
0,29,0,2.22,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2024-10-28
15,8,1,16.1,2,8,0.25,2,7,0.286,0,0,0.0,0,1,1,0,0,0,1,2,6,-0.3,2024-10-28
16,1,0,9.73,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,1,0,0,-0.3,2024-10-28
25,24,1,2.82,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-0.4,2024-10-28
23,13,1,2.63,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-0.4,2024-10-28
6,28,1,1.1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-0.4,2024-10-28
6,28,1,4.13,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-0.4,2024-10-28
16,1,0,2.73,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-0.4,2024-10-28
16,1,0,2.73,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-0.4,2024-10-28
24,25,0,1.62,1,1,1.0,0,0,0.0,0,3,0.0,0,0,0,0,0,0,1,0,2,-0.5,2024-10-28
5,19,1,6.68,1,5,0.2,0,2,0.0,0,0,0.0,0,0,0,0,2,0,1,1,2,-0.5,2024-10-28
16,1,0,31.9,1,4,0.25,1,3,0.333,0,0,0.0,0,4,4,1,1,0,2,5,3,-0.5,2024-10-28
1,16,1,1.82,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.7,2024-10-28
1,16,1,1.82,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.7,2024-10-28
6,28,1,1.1,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.7,2024-10-28
19,5,0,11.9,0,1,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,1,1,1,0,-0.8,2024-10-28
11,21,0,2.35,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,1,2,0,-0.8,2024-10-28
16,1,0,19.28,2,6,0.333,0,1,0.0,0,0,0.0,1,5,6,0,0,1,4,1,4,-0.9,2024-10-28
3,14,1,12.42,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,1,0,1,4,0,-0.9,2024-10-28
1,16,1,1.82,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,-1.0,2024-10-28
3,14,1,2.97,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-1.1,2024-10-28
26,10,0,28.83,0,3,0.0,0,1,0.0,2,2,1.0,1,2,3,0,0,0,2,1,2,-1.2,2024-10-28
27,7,0,2.93,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-1.4,2024-10-28
21,11,1,26.03,0,5,0.0,0,3,0.0,0,0,0.0,0,3,3,1,0,1,0,1,0,-1.6,2024-10-28
13,23,0,11.23,0,3,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-1.8,2024-10-28
6,28,1,5.17,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,1,1,0,-2.1,2024-10-28
21,11,1,11.2,0,3,0.0,0,2,0.0,0,0,0.0,2,3,5,1,0,1,3,2,0,-2.2,2024-10-28
11,21,0,5.6,0,3,0.0,0,0,0.0,0,0,0.0,0,0,0,1,1,0,2,0,0,-2.4,2024-10-28
13,23,0,12.5,0,0,0.0,0,0,0.0,0,0,0.0,0,4,4,0,0,0,3,2,0,-2.6,2024-10-28
25,24,1,5.13,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,2,2,0,-2.8,2024-10-28
23,13,1,15.13,1,6,0.167,0,2,0.0,0,1,0.0,1,3,4,0,0,2,3,2,2,-3.0,2024-10-28
1,16,1,14.97,0,3,0.0,0,1,0.0,0,0,0.0,0,3,3,0,0,0,1,2,0,-3.0,2024-10-28
7,27,1,4.57,0,3,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,2,0,0,-3.1,2024-10-28
8,15,0,18.65,1,12,0.083,1,7,0.143,0,0,0.0,0,0,0,1,1,0,1,1,3,-4.7,2024-10-28
7,2,1,40.52,9,16,0.563,0,0,0.0,11,13,0.846,6,12,18,16,0,1,1,3,29,38.1,2024-10-29
6,17,1,39.45,13,23,0.565,6,8,0.75,3,5,0.6,2,2,4,5,1,0,1,3,35,27.6,2024-10-29
17,6,0,37.33,12,20,0.6,7,13,0.538,6,12,0.5,0,6,6,3,0,1,5,1,37,24.6,2024-10-29
2,7,0,41.63,10,18,0.556,5,11,0.455,3,4,0.75,0,0,0,14,0,0,3,5,28,23.8,2024-10-29
25,28,1,34.0,13,18,0.722,1,2,0.5,1,2,0.5,3,8,11,4,0,0,3,3,28,23.3,2024-10-29
18,9,0,31.45,12,17,0.706,3,6,0.5,3,3,1.0,1,3,4,2,0,0,3,2,30,22.1,2024-10-29
7,2,1,33.25,8,11,0.727,1,3,0.333,7,7,1.0,1,4,5,2,0,1,1,3,24,21.3,2024-10-29
9,18,1,30.57,8,13,0.615,3,7,0.429,2,2,1.0,3,5,8,4,1,0,0,3,21,21.3,2024-10-29
25,28,1,34.05,9,14,0.643,0,1,0.0,2,3,0.667,1,3,4,8,1,1,1,1,20,20.9,2024-10-29
9,18,1,28.8,9,18,0.5,7,11,0.636,3,3,1.0,0,1,1,1,2,0,0,3,28,20.8,2024-10-29
18,9,0,30.4,12,19,0.632,1,2,0.5,6,8,0.75,2,6,8,3,0,1,7,3,31,19.5,2024-10-29
2,7,0,39.82,7,14,0.5,6,10,0.6,0,0,0.0,1,6,7,5,1,0,0,2,20,19.2,2024-10-29
7,2,1,20.57,5,12,0.417,2,2,1.0,10,10,1.0,0,1,1,5,1,0,1,2,22,18.6,2024-10-29
17,6,0,35.05,7,13,0.538,3,3,1.0,3,4,0.75,2,5,7,7,2,0,3,4,20,18.5,2024-10-29
